question,answer,score,title,state,link
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.056129444390535355,CBC Spouses Visual Arts Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/cbc-spouses-visual-arts-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.35093334317207336,Charlotte Pride Scholarships,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/charlotte-pride-scholarships
What should be the academic major of the applicant?,Accepted students are automatically considered for merit scholarships,2.8845151973655447e-06,Chowan University Merit Scholarships,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/chowan-university-merit-scholarships
What should be the academic major of the applicant?,Applicants must have the minimum required GPA,0.022938501089811325,"Clarence ""Big House"" Gaines Reynolda Rotary Scholarship",North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/clarence-big-house-gaines-reynolda-rotary-scholarship
What should be the academic major of the applicant?,2.5 GPA,0.015857432037591934,"Colonel Frederick W. Best, Jr., USA & Chief Petty Officer Frederick W. Best, Sr., USN Scholarship",North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/colonel-frederick-w-best-jrusa-and-chief-petty-officer-frederick-w-best-srusn-scholarship
What should be the academic major of the applicant?,member of the U.S. Armed Forces,0.04447518661618233,Colonel Kathleen Swacina Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/colonel-kathleen-swacina-scholarship
What should be the academic major of the applicant?,no more than 25 years old,0.04769662767648697,Couch Oil Cares Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/couch-oil-cares-scholarship
What should be the academic major of the applicant?,bachelor's or master's degree,0.3209587037563324,CyberCorps Scholarship for Service,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/cybercorps-scholarship-for-service
What should be the academic major of the applicant?,"associate's, undergraduate, or graduate degree",0.13947992026805878,Epilepsy Reach Education Scholarship Program,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/epilepsy-reach-education-scholarship-program
What should be the academic major of the applicant?,athletic pursuits,0.006188026163727045,Jeffery Isaiah David Memorial Foundation Education Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jeffery-isaiah-david-memorial-foundation-education-scholarship
What should be the academic major of the applicant?,a cancer survivor or has supported a family member through their cancer experience,0.024995850399136543,John Duvall Memorial Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/john-duvall-memorial-scholarship
What should be the academic major of the applicant?,Business Professionals of America,0.0009812861680984497,JWU Business Professionals of America (BPA) Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-business-professionals-of-america-bpa-scholarship
What should be the academic major of the applicant?,past or present member of DECA,0.005684867035597563,JWU DECA Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-deca-scholarship
What should be the academic major of the applicant?,past or present member of FCCLA,0.0047691212967038155,"JWU Family, Career and Community Leaders of America (FCCLA) Scholarship",North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-family-career-and-community-leaders-of-america-fccla-scholarship
What should be the academic major of the applicant?,past or present member of FBLA,0.0025993927847594023,JWU Future Business Leaders of America (FBLA) Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-future-business-leaders-of-america-fbla-scholarship
What should be the academic major of the applicant?,undergraduate,0.0011185285402461886,JWU International Presidential Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-international-presidential-scholarship
What should be the academic major of the applicant?,lodging management curriculum,2.3334225261351094e-05,JWU Lodging Management Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-lodging-management-scholarship
What should be the academic major of the applicant?,past or present member of FFA,0.002581014996394515,JWU National FFA Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-national-ffa-scholarship
What should be the academic major of the applicant?,JWU ProStart Scholarship,6.091036993893795e-06,JWU ProStart Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-prostart-scholarship
What should be the academic major of the applicant?,past or present member of SkillsUSA,0.0011502413544803858,JWU SkillsUSA Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-skillsusa-scholarship
What should be the academic major of the applicant?,past or present member of TSA,0.0018111743265762925,JWU Technology Student Association (TSA) Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-technology-student-association-tsa-scholarship
What should be the academic major of the applicant?,at least 45 quarter-credit hours at a previous college,0.0003693708567880094,JWU Transfer Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/jwu-transfer-scholarship
What should be the academic major of the applicant?,a descendant of an American Korean War Veteran in the state of Georgia,0.015772003680467606,KASF Scholarship for Descendants of American Korean War Veterans,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/kasf-scholarship-for-descendants-of-american-korean-war-veterans
What should be the academic major of the applicant?,3.0 GPA,0.24231459200382233,Korean American Scholarship Foundation-Eastern Regional Chapter,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/korean-american-scholarship-foundation-eastern-regional-chapter
What should be the academic major of the applicant?,rising college junior or senior,0.04602515697479248,Latinx LIFE Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/latinx-life-scholarship
What should be the academic major of the applicant?,undergraduate,0.013686648570001125,Lettie Pate Whitehead Scholarship Program,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/lettie-pate-whitehead-scholarship-program
What should be the academic major of the applicant?,excel academically,0.009982457384467125,Levine Scholars Program,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/levine-scholars-program
What should be the academic major of the applicant?,Lutheran,0.0008108358015306294,LR Lutheran Scholarships,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/lr-lutheran-scholarships
What should be the academic major of the applicant?,freshman,3.9942744479049e-05,LR Scholars,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/lr-scholars
What should be the academic major of the applicant?,undergraduate students and one graduate student,0.0025264699943363667,NAAMLP Land Reclamation Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/naamlp-land-reclamation-scholarship
What should be the academic major of the applicant?,Paper Science and Engineering and Sustainable Materials and Technology,0.11324910819530487,NC State College of Natural Resources Forest Biomaterials Scholarships,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/nc-state-college-of-natural-resources-forest-biomaterials-scholarships
What should be the academic major of the applicant?,current FER students,0.014752533286809921,NC State College of Natural Resources Forestry and Environmental Resources Scholarships,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/nc-state-college-of-natural-resources-forestry-and-environmental-resources-scholarships
What should be the academic major of the applicant?,vocational certification,0.01390634011477232,NCFRW Caring for America Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/ncfrw-caring-for-america-scholarship
What should be the academic major of the applicant?,engineering or engineering technology,0.21002963185310364,Norfolk Southern Foundation Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/norfolk-southern-foundation-scholarship
What should be the academic major of the applicant?,engineering or engineering technology,0.18930530548095703,North Carolina Railroad Company Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/north-carolina-railroad-company-scholarship
What should be the academic major of the applicant?,STEM discipline,0.10979706048965454,North Carolina Space Grant Undergraduate Research Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/north-carolina-space-grant-undergraduate-research-scholarship
What should be the academic major of the applicant?,fill out the FAFSA,5.677093940903433e-05,North Carolina Student Incentive Grant,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/north-carolina-student-incentive-grant
What should be the academic major of the applicant?,project management,0.23745249211788177,PMI North Carolina Chapter Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/pmi-north-carolina-chapter-scholarship
What should be the academic major of the applicant?,Applicants must be a single working mother of at least 18 years of age,0.028034014627337456,Professional Women of Winston-Salem Scholarship Fund,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/professional-women-of-winston-salem-scholarship-fund
What should be the academic major of the applicant?,undergraduate,0.028469132259488106,Robertson Scholars Leadership Program - High School Students,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/robertson-scholars-leadership-program-high-school-students
What should be the academic major of the applicant?,members of the Presbyterian Church,0.02814869023859501,Samuel Robinson Award,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/samuel-robinson-award
What should be the academic major of the applicant?,high school senior or have an HSE diploma,0.29895368218421936,Scholarship Program For a Better Life,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/scholarship-program-for-a-better-life
What should be the academic major of the applicant?,North Carolina State,0.00016162704559974372,Shelton National Leadership Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/shelton-national-leadership-scholarship
What should be the academic major of the applicant?,female high school seniors or graduates,0.1323145627975464,Southern Automotive Womens Forum Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/southern-automotive-womens-forum-scholarship
What should be the academic major of the applicant?,a rising college junior or senior,0.05025511234998703,Spirit Square Center for Arts and Education Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/spirit-square-center-for-arts-and-education-scholarship
What should be the academic major of the applicant?,agricultural,0.04662984982132912,Targeting Excellence Scholarships,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/targeting-excellence-scholarships
What should be the academic major of the applicant?,Winston-Salem State University,0.10030898451805115,The Charles and Robin Paul Scholarship Award,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-charles-and-robin-paul-scholarship-award
What should be the academic major of the applicant?,Forsyth Technical Community College,0.02623050846159458,The Frank A. Samuelson Scholarship Award,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-frank-a-samuelson-scholarship-award
What should be the academic major of the applicant?,"third, fourth or fifth-year college students leading to an undergraduate degree",0.2998732626438141,The Luther and Mary Ida Vandross Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-luther-and-mary-ida-vandross-scholarship
What should be the academic major of the applicant?,a Forsyth County resident seeking a degree or credential in the health care field,0.11671978235244751,The Mary Elizabeth Dodson Conrad Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-mary-elizabeth-dodson-conrad-scholarship
What should be the academic major of the applicant?,high school or community college,0.4283057451248169,"The Piedmont Institute for Communication, Music and Art: Emerging Writers Competition",North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-piedmont-institute-for-communication-music-and-art-emerging-writers-competition
What should be the academic major of the applicant?,Applicants must be residents of Forsyth or Davidson Counties,0.030314190313220024,The Salem Glen College Assistance Program,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-salem-glen-college-assistance-program
What should be the academic major of the applicant?,Balanced Man Scholarship,7.989522418938577e-05,The SigEp Western Carolina University Balanced Man Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-sigep-western-carolina-university-balanced-man-scholarship
What should be the academic major of the applicant?,Thomas J. Watson,2.9158745746826753e-06,Thomas J. Watson Fellowship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/thomas-j-watson-fellowship
What should be the academic major of the applicant?,minimum unweighted GPA of 3.5,0.07686642557382584,Tien Bui Memorial Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/tien-bui-memorial-scholarship
What should be the academic major of the applicant?,current undergraduates or graduates,0.23755709826946259,UNCF General Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/uncf-general-scholarship
What should be the academic major of the applicant?,high school diploma,0.1401025503873825,Wisconsin Architects Foundation Out-of-State Study Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.09762120991945267,Alliance Pipeline Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/alliance-pipeline-scholarship
What should be the academic major of the applicant?,American Indian College Fund administers TCU Scholarships,2.4488540475431364e-06,American Indian College Fund TCU Scholarship Program,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/american-indian-college-fund-tcu-scholarship-program
What should be the academic major of the applicant?,Business,0.07861322909593582,Anna B. Spangler Memorial Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/anna-b-spangler-memorial-scholarship
What should be the academic major of the applicant?,current high school seniors,0.11526747047901154,Bridging the Dream Scholarship Program for High School Seniors,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.054159730672836304,CBC Spouses Performing Arts Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/cbc-spouses-performing-arts-scholarship
What should be the academic major of the applicant?,agriculture,0.0021950972732156515,CHS Foundation Scholarships,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/chs-foundation-scholarships
What should be the academic major of the applicant?,business,0.1496569812297821,Dacotah Bank Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/dacotah-bank-scholarship
What should be the academic major of the applicant?,incoming freshman,0.07634270936250687,"Dale ""Snook"" Noack Memorial Scholarship",North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/dale-snook-noack-memorial-scholarship
What should be the academic major of the applicant?,Preference will be given to someone from the southern Florida area,0.0001626087905606255,Dale T. Peck Memorial Scholarships,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/dale-t-peck-memorial-scholarships
What should be the academic major of the applicant?,Education,0.3307523727416992,Elma and Albert Goeschel Memorial Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/elma-and-albert-goeschel-memorial-scholarship
What should be the academic major of the applicant?,college sophomore or above,0.25429269671440125,Hazel McBride Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/hazel-mcbride-scholarship
What should be the academic major of the applicant?,residential construction trades curriculum or related field,4.098371209693141e-05,Home Builders Care of Fargo-Moorhead Foundation Scholarships,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/home-builders-care-of-fargo-moorhead-foundation-scholarships
What should be the academic major of the applicant?,Earth and Environmental Studies,0.29820042848587036,Ina Cullom Robertson Memorial Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/ina-cullom-robertson-memorial-scholarship
What should be the academic major of the applicant?,North Dakota resident and a graduate of a North Dakota high school,0.0756208524107933,Janet Monroe Wendschlag & Bryan John Wendschlag Memorial Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/janet-monroe-wendschlag-and-bryan-john-wendschlag-memorial-scholarship
What should be the academic major of the applicant?,English Education degree,0.35884180665016174,Jean Evenstad Memorial Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/jean-evenstad-memorial-scholarship
What should be the academic major of the applicant?,cumulative GPA of 3.00 or higher,0.1820448786020279,"John P. Windish, Jr. Memorial Scholarship",North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/john-p-windish-jr-memorial-scholarship
What should be the academic major of the applicant?,3.0 GPA,0.18511922657489777,Korean American Scholarship Foundation-Midwestern Regional Chapter,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/korean-american-scholarship-foundation-midwestern-regional-chapter
What should be the academic major of the applicant?,Science or Music,0.36880841851234436,"L.D. ""Dusty"" Rhoades and Josephine Wright Memorial Scholarship",North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/l-d-dusty-rhoades-and-josephine-wright-memorial-scholarship
What should be the academic major of the applicant?,Business,0.5162101984024048,Mabel Snoeyenbos Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/mabel-snoeyenbos-scholarship
What should be the academic major of the applicant?,undergraduates attending a North Dakota tribal college,0.06282848864793777,NDSGC American Indian Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/ndsgc-american-indian-scholarship
What should be the academic major of the applicant?,"Science, Technology, Engineering, or Mathematics",0.27421435713768005,NDSGC Lillian Goettler Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/ndsgc-lillian-goettler-scholarship
What should be the academic major of the applicant?,"physics, mathematics, and chemistry",0.43699896335601807,NDSGC Pearl I. Young Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/ndsgc-pearl-i-young-scholarship
What should be the academic major of the applicant?,US citizen and have a 3.0 GPA,0.2253367155790329,North Dakota Space Grant Consortium Undergraduate Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/north-dakota-space-grant-consortium-undergraduate-scholarship
What should be the academic major of the applicant?,at least two academic years,0.03822918236255646,North Dakota State Student Incentive Grant Program,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/north-dakota-state-student-incentive-grant-program
What should be the academic major of the applicant?,GPA or ACT/SAT score,0.5640828609466553,Percy G. Willson Scholarships,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/percy-g-willson-scholarships
What should be the academic major of the applicant?,strong communication skills and possess leadership characteristics,0.004905786365270615,Sustainable Agriculture & Forestry Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/sustainable-agriculture-and-forestry-scholarship
What should be the academic major of the applicant?,Upper-Level scholarships,4.938967776979553e-06,VCSU Alumni Upper-Level Scholarships,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/vcsu-alumni-upper-level-scholarships
What should be the academic major of the applicant?,Western Undergraduate,5.7241741160396487e-05,WICHE Western Undergraduate Exchange,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/wiche-western-undergraduate-exchange
What should be the academic major of the applicant?,high school diploma,0.1401025503873825,Wisconsin Architects Foundation Out-of-State Study Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/wisconsin-architects-foundation-out-of-state-study-scholarship
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.054159730672836304,CBC Spouses Performing Arts Scholarship,Northern Mariana Islands,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/northern-mariana-islands/cbc-spouses-performing-arts-scholarship
What should be the academic major of the applicant?,Western Undergraduate,5.7241741160396487e-05,WICHE Western Undergraduate Exchange,Northern Mariana Islands,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/northern-mariana-islands/wiche-western-undergraduate-exchange
What should be the academic major of the applicant?,two- or four-year accredited educational institution within the state of Ohio,0.014640448614954948,ALCOA Fund Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/alcoa-fund-scholarship
What should be the academic major of the applicant?,minimum 2.5 GPA,0.10639176517724991,Arnold W. Fritz Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/arnold-w-fritz-scholarship
What should be the academic major of the applicant?,Ashland University,3.149050098727457e-05,Ashland University Esports Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ashland-university-esports-scholarship
What should be the academic major of the applicant?,Applicants must attend a local high school,0.06573472917079926,ASM Canton-Massillon Chapter Freshman Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/asm-canton-massillon-chapter-freshman-scholarship
What should be the academic major of the applicant?,welding engineering,0.05263633280992508,AWS Donald F Hastings Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/aws-donald-f-hastings-scholarship
What should be the academic major of the applicant?,at least 18,0.2641293704509735,AWS William B. Howell Memorial Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/aws-william-b-howell-memorial-scholarship
What should be the academic major of the applicant?,"Criminal Justice, Journalism or Nursing or Healthcare",0.6824917793273926,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/beca-inc-edna-r-anthony-memorial-scholarship
What should be the academic major of the applicant?,current high school seniors,0.11526747047901154,Bridging the Dream Scholarship Program for High School Seniors,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/bridging-the-dream-scholarship-program-for-high-school-seniors
What should be the academic major of the applicant?,theater,0.3821709156036377,Case Western Theater Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/case-western-theater-scholarship
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.054159730672836304,CBC Spouses Performing Arts Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/cbc-spouses-performing-arts-scholarship
What should be the academic major of the applicant?,2.5 GPA on a 4.0 scale,0.056129444390535355,CBC Spouses Visual Arts Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/cbc-spouses-visual-arts-scholarship
What should be the academic major of the applicant?,"Must be currently registered at an accredited high school, college, or university",0.04486674442887306,Chaffin Luhana Foundation Anti-Distracted Driving Scholarship Essay Contest,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/chaffin-luhana-foundation-anti-distracted-driving-scholarship-essay-contest
What should be the academic major of the applicant?,Applicants must be attending a school or have a permanent address,0.030371930450201035,Chicago Occupational Therapy,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/chicago-occupational-therapy
What should be the academic major of the applicant?,Information Systems minor,0.08286979049444199,CITe Minor Student Tuition Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/cite-minor-student-tuition-scholarship
What should be the academic major of the applicant?,African-American students on the basis of overall academic achievement and leadership,0.0001993779733311385,College of Wooster Clarence Beecher Allen Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/college-of-wooster-clarence-beecher-allen-scholarship
What should be the academic major of the applicant?,Applicants must be U.S. citizens,0.18000927567481995,College of Wooster College Scholar Award,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/college-of-wooster-college-scholar-award
What should be the academic major of the applicant?,Presbyterian,0.002847655676305294,College of Wooster Covenant Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/college-of-wooster-covenant-scholarships
What should be the academic major of the applicant?,minor,0.060352444648742676,College of Wooster Music Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/college-of-wooster-music-scholarships
What should be the academic major of the applicant?,Students receiving the award need not major in the area,0.04706088826060295,College of Wooster Performing Arts Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/college-of-wooster-performing-arts-scholarship
What should be the academic major of the applicant?,minor,0.06015026941895485,College of Wooster Scottish Arts Scholarships,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/college-of-wooster-scottish-arts-scholarships
What should be the academic major of the applicant?,a senior graduating from a participating Montgomery County high school,0.03371381014585495,DMCSP Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/dmcsp-scholarship
What should be the academic major of the applicant?,Surveying / GIS / Geography / Remote Sensing / Cartography,0.10345345735549927,EnerGIS GIS Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/energis-gis-scholarship
What should be the academic major of the applicant?,Central Ohio high school graduate,0.4109809994697571,"Felbry College of Nursing $7,500 Scholarship",Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/felbry-college-of-nursing-7500-scholarship
What should be the academic major of the applicant?,undergraduate (freshman or transfer,0.2967323958873749,Global Connections Grant,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/global-connections-grant
