question,answer,score,score2,sim_ans_ans_score,sim_topic_ans_score,multiplication,title,state,link
Where should the applicant plan to attend?,out-of-state New England public colleges and universities,0.4901609122753143,0.2766484022140503,0.4067772112983412,0.2756615877151489,0.015205465135447,NEBHE Tuition Break Program,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/nebhe-tuition-break-program
Where should the applicant plan to attend?,University of Connecticut,0.6064227223396301,0.1458104699850082,0.5136394780402309,0.3237356543540954,0.0147032419615498,Presidential Scholars Award for Valedictorians and Salutatorians,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/presidential-scholars-award-for-valedictorians-and-salutatorians
Where should the applicant plan to attend?,Quinnipiac University,0.9188955426216124,0.1206747740507125,0.4616344821068548,0.3652921319007873,0.0186991212812672,Quinnipiac University Freshmen Academic Scholarships,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/quinnipiac-university-freshmen-academic-scholarships
Where should the applicant plan to attend?,New England college or university,0.5523962378501892,0.2785724997520447,0.4976352904199505,0.3328587412834167,0.0254894280920474,The Iris-Samuel Rothman Scholarship,Connecticut,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/connecticut/the-iris-samuel-rothman-scholarship
Where should the applicant plan to attend?,Historically Black College or University,0.4817237854003906,0.4881665408611297,0.4651130832884668,0.4687128663063049,0.0512662476394034,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/beca-inc-edna-r-anthony-memorial-scholarship
Where should the applicant plan to attend?,Delaware State University,0.9232208132743835,0.7126630544662476,0.4779277365228647,0.3245101273059845,0.1020423195154679,DSU Inspire Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/dsu-inspire-scholarship
Where should the applicant plan to attend?,a college/university in the area,0.5692260265350342,0.1955249160528183,0.4845827164188508,0.3302574157714844,0.0178117813577571,Future Leaders Scholarship Program by NAAAP Philadelphia,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/future-leaders-scholarship-program-by-naaap-philadelphia
Where should the applicant plan to attend?,Greater Philadelphia accredited college/university,0.3372228443622589,0.3299044966697693,0.4714441383339443,0.3241828680038452,0.0170029987439957,NAAAP Philadelphia Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/naaap-philadelphia-scholarship
Where should the applicant plan to attend?,Delaware Tech,0.8840729594230652,0.5246373414993286,0.403106913189035,0.3387434482574463,0.0633342243750202,Student Excellent Equals Degree (SEED) Scholarship,Delaware,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/delaware/student-excellent-equals-degree-seed-scholarship
Where should the applicant plan to attend?,Ave Maria University,0.8837779760360718,0.8897157311439514,0.4518258103177694,0.4001445174217224,0.1421616158040796,Ave Maria University Michigan Homeschooled Faith Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/ave-maria-university-michigan-homeschooled-faith-scholarship
Where should the applicant plan to attend?,Historically Black College or University,0.4817237854003906,0.4881665408611297,0.4651130832884668,0.4687128663063049,0.0512662476394034,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/beca-inc-edna-r-anthony-memorial-scholarship
Where should the applicant plan to attend?,a college in Central Florida,0.3437238037586212,0.4345419406890869,0.4894094159526209,0.2936464548110962,0.0214653706232599,CFJS Scholarships,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/cfjs-scholarships
Where should the applicant plan to attend?,Flagler College,0.7485820651054382,0.1571991294622421,0.4606051179320931,0.2913379669189453,0.0157912096337705,Flagler College Presidential Merit Scholarships,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/flagler-college-presidential-merit-scholarships
Where should the applicant plan to attend?,Florida A&M University,0.9254968762397766,0.1695415079593658,0.4531332782286703,0.2876932024955749,0.0204553331713173,Florida A&M University Presidential Special Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/florida-aandm-university-presidential-special-scholarship
Where should the applicant plan to attend?,Seminole State College,0.9274108409881592,0.1990579962730407,0.4718823922344666,0.2975887954235077,0.0259240078514357,Foundation for Seminole State College of Florida Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/foundation-for-seminole-state-college-of-florida-scholarship
Where should the applicant plan to attend?,University of Central Florida,0.8200898766517639,0.5759623646736145,0.4890317497365286,0.2576388120651245,0.0595119116623372,JFS Orlando Kobrin Family Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/jfs-orlando-kobrin-family-scholarship
Where should the applicant plan to attend?,Florida public or eligible private institutions,0.7631757855415344,0.2714235186576843,0.4477902857089672,0.3158581256866455,0.0292980543558829,José Martí Scholarship Challenge Grant Fund,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/jos%C3%A9-mart%C3%AD-scholarship-challenge-grant-fund
Where should the applicant plan to attend?,"Florida Atlantic University, Lynn University, or Palm Beach State College",0.9229283928871156,0.5003654360771179,0.4366715059252428,0.1629246473312378,0.0328546581233084,Level5 Management Post-Pandemic Innovators Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/level5-management-post-pandemic-innovators-scholarship
Where should the applicant plan to attend?,"universities, state colleges, technical colleges or vocational programs",0.7328851819038391,0.5961910486221313,0.4530421282189333,0.2348302900791168,0.0464851348681876,The Foundation for Seminole County Public Schools Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/the-foundation-for-seminole-county-public-schools-scholarship
Where should the applicant plan to attend?,a UNCF member college or university,0.4190348386764526,0.2824153304100036,0.4785425628035649,0.4468097984790802,0.025303561883544,UNCF General Scholarship,Florida,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/florida/uncf-general-scholarship
Where should the applicant plan to attend?,Georgia Institute of Technology,0.8369994759559631,0.552249550819397,0.4230880961040597,0.2979373335838318,0.0582661456842726,Balanced Man Scholarship - Georgia Institute of Technology,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/balanced-man-scholarship-georgia-institute-of-technology
Where should the applicant plan to attend?,Historically Black College or University,0.4817237854003906,0.4881665408611297,0.4651130832884668,0.4687128663063049,0.0512662476394034,"BECA, Inc. Edna R. Anthony Memorial Scholarship",Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/beca-inc-edna-r-anthony-memorial-scholarship
Where should the applicant plan to attend?,University of North Georgia,0.8593619465827942,0.502407968044281,0.4833906514903317,0.309667706489563,0.0646289056359525,Georgia Military Scholarship,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/georgia-military-scholarship
Where should the applicant plan to attend?,Georgia college/university,0.6463599801063538,0.5056335926055908,0.5035145331687592,0.430909663438797,0.0709101855954924,Georgia Mining Foundation Scholarship Program,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/georgia-mining-foundation-scholarship-program
Where should the applicant plan to attend?,Morehouse College,0.8231428265571594,0.2546246647834778,0.4872541231843383,0.4142241477966308,0.0423025555083164,Oprah Winfrey Scholarship - Morehouse College,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/oprah-winfrey-scholarship-morehouse-college
Where should the applicant plan to attend?,Savannah College of Art & Design,0.8546410799026489,0.2411862462759018,0.4149767296754719,0.259978324174881,0.0222380747800414,Savannah College of Art & Design Graduate Fellowships,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/savannah-college-of-art-and-design-graduate-fellowships
Where should the applicant plan to attend?,"SCAD, The University for Creative Careers",0.3180229961872101,0.4781581461429596,0.328889930702724,0.2779898047447204,0.0139030322358415,SCAD Challenge Scholarship Competition,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/scad-challenge-scholarship-competition
Where should the applicant plan to attend?,a UNCF member college or university,0.4190348386764526,0.2824153304100036,0.4785425628035649,0.4468097984790802,0.025303561883544,UNCF General Scholarship,Georgia,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/georgia/uncf-general-scholarship
Where should the applicant plan to attend?,University of Hawai‘i at Manoa,0.6182790398597717,0.261760264635086,0.4373341221963205,0.2573708891868591,0.0182163361398922,East-West Center Graduate Degree Fellowship,Hawaii,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/hawaii/east-west-center-graduate-degree-fellowship
Where should the applicant plan to attend?,Hawaii Pacific University,0.9888304471969604,0.2874491512775421,0.4833186085273094,0.3437949419021606,0.0472297732302788,Hawaii Pacific University Esports Scholarship,Hawaii,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/hawaii/hawaii-pacific-university-esports-scholarship
Where should the applicant plan to attend?,a U.S. college or graduate school,0.5117998123168945,0.5016523003578186,0.5072671213457661,0.3873490691184997,0.050447791825968,Cancer for College Pacific Northwest Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/cancer-for-college-pacific-northwest-scholarship
Where should the applicant plan to attend?,any school in Idaho,0.5730039477348328,0.5939093828201294,0.3908336113624908,0.2846745252609253,0.0378632868136721,ICAFS Graduate Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/icafs-graduate-scholarship
Where should the applicant plan to attend?,any college or university in Idaho,0.424899697303772,0.5001649856567383,0.393739045889846,0.232471689581871,0.0194526271953129,ICAFS High School Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/icafs-high-school-scholarship
Where should the applicant plan to attend?,any school in Idaho,0.4149623811244964,0.5126885771751404,0.3908336113624908,0.2846745252609253,0.0236702518649061,ICAFS Susan B. Martin Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/icafs-susan-b-martin-scholarship
Where should the applicant plan to attend?,any school in Idaho,0.580795407295227,0.4681375920772552,0.3908336113624908,0.2846745252609253,0.0302508234600523,ICAFS Undergraduate Student Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/icafs-undergraduate-student-scholarship
Where should the applicant plan to attend?,Idaho college or university,0.4655638933181762,0.2538585960865021,0.4882345339419904,0.4467328488826751,0.0257779007968099,Idaho Governor's Cup Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/idaho-governors-cup-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific's service area,0.561246395111084,0.4340945482254028,0.4669841419566761,0.3338491320610046,0.0379830889443496,Union Pacific William E. Wimmer Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/union-pacific-william-e-wimmer-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific’s service area,0.380531370639801,0.3503402173519134,0.4656191291697214,0.338142991065979,0.0209899625949623,William E. and Barbara I. Van Trump Scholarship,Idaho,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/idaho/william-e-and-barbara-i-van-trump-scholarship
Where should the applicant plan to attend?,a school in Kentucky,0.2438737004995346,0.3417057991027832,0.4691675807024377,0.4180139899253845,0.0163431636410949,A.J. Grisanti Memorial Scholarship Fund,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/a-j-grisanti-memorial-scholarship-fund
Where should the applicant plan to attend?,college or university in the U.S.,0.6176324486732483,0.1565543115139007,0.5059013478567174,0.3663939833641052,0.0179229423162345,ABF Summer Undergraduate Research Fellowship Program,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/abf-summer-undergraduate-research-fellowship-program
Where should the applicant plan to attend?,"a professional school, college, or university",0.5353957414627075,0.4761001765727997,0.4849989547058284,0.3687388002872467,0.0455861479810093,Blind Service Association Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/blind-service-association-scholarship
Where should the applicant plan to attend?,City Colleges,0.5925818085670471,0.4301694929599762,0.4932965589059063,0.3636584281921386,0.04572878536489,Chicago Star Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/chicago-star-scholarship
Where should the applicant plan to attend?,Grenville University,0.9676589965820312,0.1315443068742752,0.4860894435312042,0.3602566123008728,0.0222906404121715,Greenville University Panther Preferred Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/greenville-university-panther-preferred-scholarship
Where should the applicant plan to attend?,Illinois Tech,0.9740184545516968,0.7660049200057983,0.4351263409835502,0.390468955039978,0.1267653703163583,IIT Transfer Student Scholarships,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/iit-transfer-student-scholarships
Where should the applicant plan to attend?,University of Illinois,0.5825262665748596,0.2289429455995559,0.5128401143809568,0.3468188941478729,0.0237207008503658,James Hunter Anthony & Gerald E. Blackshear Endowment,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/james-hunter-anthony-and-gerald-e-blackshear-endowment
Where should the applicant plan to attend?,Loyola University Chicago,0.931528389453888,0.6923303008079529,0.4919060402252108,0.2923905849456787,0.0927587684947619,Loyola University Cristo Rey Scholars Program,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/loyola-university-cristo-rey-scholars-program
Where should the applicant plan to attend?,Loyola University Chicago,0.942876636981964,0.6391057968139648,0.4919060402252108,0.2923905849456787,0.0866708729760963,Loyola University Zolp Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/loyola-university-zolp-scholarship
Where should the applicant plan to attend?,Augustana College,0.9913552403450012,0.6078070998191833,0.4904500564172471,0.3949505090713501,0.1167165769646109,Lucken Geology Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/lucken-geology-scholarship
Where should the applicant plan to attend?,MacCormac College,0.9392746686935424,0.1210687011480331,0.4526634328176548,0.3685454726219177,0.0189710332995203,MacCormac College Honor Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/maccormac-college-honor-scholarship
Where should the applicant plan to attend?,an Illinois institution of higher education,0.4683517515659332,0.1447024345397949,0.4612409753883339,0.5292677879333496,0.0165444118057243,Minority Teachers of Illinois Scholarship Program,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/minority-teachers-of-illinois-scholarship-program
Where should the applicant plan to attend?,Northwestern University,0.8068300485610962,0.1573685854673385,0.4728645033850348,0.3480672836303711,0.0208977737608366,Northwestern University Founders Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/northwestern-university-founders-scholarship
Where should the applicant plan to attend?,Northwestern University,0.5548522472381592,0.207734927535057,0.4728645033850348,0.3480672836303711,0.0189708499976593,Northwestern University National Merit Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/northwestern-university-national-merit-scholarship
Where should the applicant plan to attend?,Northwestern University,0.7864660620689392,0.1668938845396042,0.4728645033850348,0.3480672836303711,0.0216033114906203,Northwestern University QuestBridge National College Match Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/northwestern-university-questbridge-national-college-match-scholarship
Where should the applicant plan to attend?,Principia College,0.9153702855110168,0.0985503941774368,0.4655669539555077,0.3582346141338348,0.0150454391786769,Principia College Trustee Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/principia-college-trustee-scholarship
Where should the applicant plan to attend?,University of Illinois at Urbana-Champaign,0.719080924987793,0.5240949392318726,0.4646840025602547,0.3301683068275451,0.0578203662889821,Temple Hoyne Buell Memorial Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/temple-hoyne-buell-memorial-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific's service area,0.561246395111084,0.4340945482254028,0.4669841419566761,0.3338491320610046,0.0379830889443496,Union Pacific William E. Wimmer Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/union-pacific-william-e-wimmer-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific’s service area,0.380531370639801,0.3503402173519134,0.4656191291697214,0.338142991065979,0.0209899625949623,William E. and Barbara I. Van Trump Scholarship,Illinois,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/illinois/william-e-and-barbara-i-van-trump-scholarship
Where should the applicant plan to attend?,a school in Kentucky,0.2438737004995346,0.3417057991027832,0.4691675807024377,0.4180139899253845,0.0163431636410949,A.J. Grisanti Memorial Scholarship Fund,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/a-j-grisanti-memorial-scholarship-fund
Where should the applicant plan to attend?,Taylor University and Oakland City University,0.5615465044975281,0.230452224612236,0.477143228928015,0.2789630889892578,0.0172251154580015,Act Six Indianapolis Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/act-six-indianapolis-scholarship
Where should the applicant plan to attend?,an eligible college or university,0.4903227686882019,0.411573976278305,0.5102913148941532,0.4557742476463318,0.0469351193849092,Frank O'Bannon Grant Program,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/frank-obannon-grant-program
Where should the applicant plan to attend?,Hanover College,0.9095401167869568,0.1698591113090515,0.4578025124289773,0.4057928323745727,0.0287007502899026,Hanover College Crowe Scholars Award,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/hanover-college-crowe-scholars-award
Where should the applicant plan to attend?,Indiana University Bloomington,0.914195954799652,0.6997184753417969,0.4548227080851356,0.4056282043457031,0.1180138343456641,Hudson & Holland Scholars Program,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/hudson-and-holland-scholars-program
Where should the applicant plan to attend?,Indiana University-Bloomington,0.9028747081756592,0.5930105447769165,0.4781455658048478,0.3742218613624573,0.0958030180342734,Indiana County Bicentennial Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/indiana-county-bicentennial-scholarship
Where should the applicant plan to attend?,Ivy Tech Community College,0.9672797918319702,0.8014814257621765,0.4717493141151943,0.3716293275356293,0.1359148260676114,Ivy Tech Community College Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/ivy-tech-community-college-scholarship
Where should the applicant plan to attend?,Indiana University,0.842065155506134,0.2594026327133178,0.474060327076842,0.4419029951095581,0.0457594328523918,Jewish Federation of St. Joseph Valley Scholarships,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/jewish-federation-of-st-joseph-valley-scholarships
Where should the applicant plan to attend?,a college or university in Indiana,0.5049416422843933,0.2695745229721069,0.5091232344551869,0.4293342530727386,0.0297535293757491,Lilly Endowment Community Scholarship Program,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/lilly-endowment-community-scholarship-program
Where should the applicant plan to attend?,Indiana college or university,0.4639364778995514,0.1904734373092651,0.4774201244902401,0.4887454509735107,0.0206194174014165,Linda Craig Memorial Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/linda-craig-memorial-scholarship
Where should the applicant plan to attend?,Taylor University,0.7408192753791809,0.172149121761322,0.4870069844981442,0.3381082415580749,0.0209994554048963,Taylor University Cultural Diversity Scholarship,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/taylor-university-cultural-diversity-scholarship
Where should the applicant plan to attend?,Indiana University,0.9519243836402892,0.6145967841148376,0.474060327076842,0.4419029951095581,0.1225612810982389,The Robert A and Sandra S Borns Jewish Studies Program Scholarships,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/the-robert-a-and-sandra-s-borns-jewish-studies-program-scholarships
Where should the applicant plan to attend?,Valparaiso University,0.8876368403434753,0.2199544310569763,0.4675767736351036,0.3161635100841522,0.028862417774923,Valparaiso University Award for Excellence,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/valparaiso-university-award-for-excellence
Where should the applicant plan to attend?,Valparaiso University,0.8757998943328857,0.1512401551008224,0.4675767736351036,0.3161635100841522,0.0195810815875493,Valparaiso University Martin Luther Award,Indiana,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/indiana/valparaiso-university-martin-luther-award
Where should the applicant plan to attend?,Ivy College of Business,0.771465539932251,0.5453445315361023,0.4667095732479151,0.3457799553871155,0.067894409812374,Benjamin and Patricia Allen Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/benjamin-and-patricia-allen-scholarship
Where should the applicant plan to attend?,Iowa State University,0.8769688010215759,0.3684037625789642,0.4983454729454958,0.3772711455821991,0.0607424505082185,Darryl Jahn Memorial Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/darryl-jahn-memorial-scholarship
Where should the applicant plan to attend?,Iowa State University,0.9682640433311462,0.5593756437301636,0.4983454729454958,0.3772711455821991,0.1018313415263121,Delta Upsilon Ralph Stucky Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/delta-upsilon-ralph-stucky-scholarship
Where should the applicant plan to attend?,Iowa Community College,0.6460523009300232,0.7333728671073914,0.494354382288421,0.3767223954200744,0.0882373269254852,Elevate Scholarship Program,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/elevate-scholarship-program
Where should the applicant plan to attend?,Iowa State University or the University of Iowa,0.6133776903152466,0.3511777520179748,0.4628862397761638,0.3903272747993469,0.0389186834501285,Iowa Engineering Society Central Iowa Chapter Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/iowa-engineering-society-central-iowa-chapter-scholarship
Where should the applicant plan to attend?,college in Iowa,0.7089005708694458,0.5838140845298767,0.459716483644726,0.3345416784286499,0.0636502629066697,Iowa Scholarships for the Arts,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/iowa-scholarships-for-the-arts
Where should the applicant plan to attend?,Mount Mercy University,0.9786392450332642,0.6502163410186768,0.4723971638162115,0.3822852373123169,0.1149146282037962,Mount Mercy College Freshmen Academic Scholarships,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/mount-mercy-college-freshmen-academic-scholarships
Where should the applicant plan to attend?,Mount Mercy College,0.9409823417663574,0.1357932388782501,0.4786496428100943,0.3869477212429046,0.0236662611905738,Mount Mercy College Holland Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/mount-mercy-college-holland-scholarship
Where should the applicant plan to attend?,Mount Mercy University,0.967893362045288,0.1019751355051994,0.4723971638162115,0.3822852373123169,0.0178244694258942,Mount Mercy University Honors Scholarships,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/mount-mercy-university-honors-scholarships
Where should the applicant plan to attend?,Iowa Space Grant core institutions,0.571252167224884,0.447819173336029,0.3039360158254673,0.3012982606887817,0.0234266039499669,NASA Iowa Space Grant Consortium Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/nasa-iowa-space-grant-consortium-scholarship
Where should the applicant plan to attend?,Iowa college/university,0.435695618391037,0.5631244778633118,0.5144894060151668,0.4712058901786804,0.0594805184339575,Robert D. Blue Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/robert-d-blue-scholarship
Where should the applicant plan to attend?,Southeastern Community College,0.8929080367088318,0.20759117603302,0.460539563310461,0.3059500455856323,0.0261175892943616,Southeastern Community College Foundation Scholarships,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/southeastern-community-college-foundation-scholarships
Where should the applicant plan to attend?,University of Iowa,0.8148335218429565,0.6349461674690247,0.4952674932843429,0.3318395018577575,0.0850302978593807,Thomas H. Macbride Leadership Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/thomas-h-macbride-leadership-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific's service area,0.561246395111084,0.4340945482254028,0.4669841419566761,0.3338491320610046,0.0379830889443496,Union Pacific William E. Wimmer Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/union-pacific-william-e-wimmer-scholarship
Where should the applicant plan to attend?,University of Iowa,0.8695892691612244,0.1331109851598739,0.4952674932843429,0.3318395018577575,0.0190237432721744,University of Iowa Phi Theta Kappa Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/university-of-iowa-phi-theta-kappa-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific’s service area,0.380531370639801,0.3503402173519134,0.4656191291697214,0.338142991065979,0.0209899625949623,William E. and Barbara I. Van Trump Scholarship,Iowa,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/iowa/william-e-and-barbara-i-van-trump-scholarship
Where should the applicant plan to attend?,a college/university in Kansas,0.5006890296936035,0.1826280802488327,0.529816300288673,0.4331808984279632,0.0209860277686877,Outdoors Communicators of Kansas-Harper Memorial Scholarship,Kansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kansas/outdoors-communicators-of-kansas-harper-memorial-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific's service area,0.561246395111084,0.4340945482254028,0.4669841419566761,0.3338491320610046,0.0379830889443496,Union Pacific William E. Wimmer Scholarship,Kansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kansas/union-pacific-william-e-wimmer-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific’s service area,0.380531370639801,0.3503402173519134,0.4656191291697214,0.338142991065979,0.0209899625949623,William E. and Barbara I. Van Trump Scholarship,Kansas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/kansas/william-e-and-barbara-i-van-trump-scholarship
