question,answer,score,score2,title,state,link
Where should be the residential address or the state of the applicant?,New Mexico,0.7767049670219421,0.6575422883033752,NMOST Advancing Young Women in STEM Scholarship,New Mexico,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-mexico/nmost-advancing-young-women-in-stem-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,New York State,0.1683330684900283,0.088276706635952,Classical Association of the Empire State Scholarships,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/classical-association-of-the-empire-state-scholarships
Where should be the residential address or the state of the applicant?,"NY, NJ, CT, or PA",0.8463606834411621,0.4124316573143005,Interpublic Group Scholarship and Internship,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/interpublic-group-scholarship-and-internship
Where should be the residential address or the state of the applicant?,"NY, NJ, CT, or PA",0.688198983669281,0.697593092918396,Judy Corman Memorial Scholarship and Internship from Scholastic,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/judy-corman-memorial-scholarship-and-internship-from-scholastic
Where should be the residential address or the state of the applicant?,New York State,0.4695436656475067,0.0918270424008369,New York State Higher Education Services Corp./Aid-Part-Time Study (APTS),New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/new-york-state-higher-education-services-corp-aid-part-time-study-apts
Where should be the residential address or the state of the applicant?,New York,0.2506957054138183,0.1441433727741241,New York State Scholarships for Academic Excellence,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/new-york-state-scholarships-for-academic-excellence
Where should be the residential address or the state of the applicant?,New York state,0.6847443580627441,0.4597214758396148,NY Grace LeGendre Fellowships,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/ny-grace-legendre-fellowships
Where should be the residential address or the state of the applicant?,U.S. citizen or eligible non-citizen,0.1698162257671356,0.0769468545913696,Park Scholar Award,New York,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/new-york/park-scholar-award
Where should be the residential address or the state of the applicant?,Wake County,0.5745554566383362,0.4494573175907135,Cary Woman’s Club Mature Woman’s Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/cary-womans-club-mature-womans-scholarship
Where should be the residential address or the state of the applicant?,"Cary, Apex or Morrisvile",0.0780219659209251,0.2901159524917602,Cary Woman's Club College Scholarship for High School Seniors,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/cary-womans-club-college-scholarship-for-high-school-seniors
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,"Georgia, South Carolina, North Carolina, Florida, and Alabama",0.4270189702510834,0.1629491597414016,Colonel Kathleen Swacina Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/colonel-kathleen-swacina-scholarship
Where should be the residential address or the state of the applicant?,Georgia,0.4068419337272644,0.1780211925506591,KASF Scholarship for Descendants of American Korean War Veterans,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/kasf-scholarship-for-descendants-of-american-korean-war-veterans
Where should be the residential address or the state of the applicant?,North Carolina,0.5831846594810486,0.5125864148139954,North Carolina Railroad Company Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/north-carolina-railroad-company-scholarship
Where should be the residential address or the state of the applicant?,North Carolina,0.7049798369407654,0.3259243071079254,PMI North Carolina Chapter Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/pmi-north-carolina-chapter-scholarship
Where should be the residential address or the state of the applicant?,"Forsyth County, NC",0.7566370368003845,0.3604817390441894,Professional Women of Winston-Salem Scholarship Fund,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/professional-women-of-winston-salem-scholarship-fund
Where should be the residential address or the state of the applicant?,North Carolina,0.1155504658818245,0.1041471138596534,Scholarship Program For a Better Life,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/scholarship-program-for-a-better-life
Where should be the residential address or the state of the applicant?,"Pennsylvania, Delaware, or Southern New Jersey",0.6776887774467468,0.7415136694908142,The Luther and Mary Ida Vandross Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-luther-and-mary-ida-vandross-scholarship
Where should be the residential address or the state of the applicant?,Forsyth County,0.8656190037727356,0.4368659257888794,The Mary Elizabeth Dodson Conrad Scholarship,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-mary-elizabeth-dodson-conrad-scholarship
Where should be the residential address or the state of the applicant?,Forsyth or Davidson Counties,0.6661569476127625,0.4154050946235657,The Salem Glen College Assistance Program,North Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-carolina/the-salem-glen-college-assistance-program
Where should be the residential address or the state of the applicant?,North Dakota,0.8079593777656555,0.5062857866287231,Anna B. Spangler Memorial Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/anna-b-spangler-memorial-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,North Dakota,0.7943074703216553,0.4697873890399933,Janet Monroe Wendschlag & Bryan John Wendschlag Memorial Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/janet-monroe-wendschlag-and-bryan-john-wendschlag-memorial-scholarship
Where should be the residential address or the state of the applicant?,US citizens,0.5819331407546997,0.2258036881685257,NDSGC Pearl I. Young Scholarship,North Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/north-dakota/ndsgc-pearl-i-young-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Northern Mariana Islands,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/northern-mariana-islands/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,Ohio counties,0.4973871409893036,0.0801759511232376,Arnold W. Fritz Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/arnold-w-fritz-scholarship
Where should be the residential address or the state of the applicant?,Ohio or California,0.8229601383209229,0.47249636054039,AWS Donald F Hastings Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/aws-donald-f-hastings-scholarship
Where should be the residential address or the state of the applicant?,"Florida, Michigan and Ohio",0.5182211995124817,0.4099213778972626,AWS William B. Howell Memorial Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/aws-william-b-howell-memorial-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,Montgomery County,0.3709759712219238,0.3590374290943146,DMCSP Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/dmcsp-scholarship
Where should be the residential address or the state of the applicant?,"Houston, PA",0.6064888834953308,0.1649027466773986,James T. and Rose M. Perryman Family Foundation Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/james-t-and-rose-m-perryman-family-foundation-scholarship
Where should be the residential address or the state of the applicant?,Ohio,0.6084927320480347,0.210083395242691,Jody Stowers Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/jody-stowers-scholarship
Where should be the residential address or the state of the applicant?,Ohio,0.3464882671833038,0.1749105304479599,OAWWA Graduate/Adult Continuing Education Degree Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/oawwa-graduate-adult-continuing-education-degree-scholarship
Where should be the residential address or the state of the applicant?,Ohio,0.3704927563667297,0.2079066485166549,OAWWA Undergraduate Advanced Degree Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/oawwa-undergraduate-advanced-degree-scholarship
Where should be the residential address or the state of the applicant?,Ohio,0.3521579802036285,0.1442456692457199,Ohio Safety Officers College Memorial Fund,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ohio-safety-officers-college-memorial-fund
Where should be the residential address or the state of the applicant?,Ohio township,0.141558825969696,0.0981456339359283,Ohio Township Association Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ohio-township-association-scholarship
Where should be the residential address or the state of the applicant?,Ohio,0.6941854953765869,0.300658106803894,Ohio War Orphan & Severely Disabled Veterans' Children Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/ohio-war-orphan-and-severely-disabled-veterans-children-scholarship
Where should be the residential address or the state of the applicant?,Richland County,0.6321990489959717,0.2640821635723114,Richland County Foundation Gregory VanScyoc Memorial Scholarship Fund,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/richland-county-foundation-gregory-vanscyoc-memorial-scholarship-fund
Where should be the residential address or the state of the applicant?,Ohio,0.8435412645339966,0.1170995980501174,Sullivan-Deackard Scholars Opportunity Program,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/sullivan-deackard-scholars-opportunity-program
Where should be the residential address or the state of the applicant?,"Pennsylvania, Delaware, or Southern New Jersey",0.6776887774467468,0.7415136694908142,The Luther and Mary Ida Vandross Scholarship,Ohio,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/ohio/the-luther-and-mary-ida-vandross-scholarship
Where should be the residential address or the state of the applicant?,Metro Atlanta Area,0.2639575898647308,0.2535743415355682,5 Strong Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/5-strong-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,Oklahoma,0.7575998902320862,0.5665972828865051,George and Donna Nigh Public Service Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/george-and-donna-nigh-public-service-scholarship
Where should be the residential address or the state of the applicant?,Oklahoma,0.3744107782840729,0.1972654312849044,Oklahoma Future Teachers Scholarship Program,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/oklahoma-future-teachers-scholarship-program
Where should be the residential address or the state of the applicant?,Oklahoma,0.463831752538681,0.3461602330207824,Oklahoma National Guard Tuition Waiver Program,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/oklahoma-national-guard-tuition-waiver-program
Where should be the residential address or the state of the applicant?,Oklahoma,0.1679121404886245,0.5164076089859009,Oklahoma Tuition Aid Grant (OTAG),Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/oklahoma-tuition-aid-grant-otag
Where should be the residential address or the state of the applicant?,Oklahoma,0.2807629406452179,0.5812995433807373,Oklahoma Tuition Equalization Grant Program (OTEG),Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/oklahoma-tuition-equalization-grant-program-oteg
Where should be the residential address or the state of the applicant?,Northeastern Oklahoma,0.7290903925895691,0.4801028668880462,PMI Tulsa Chapter Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/pmi-tulsa-chapter-scholarship
Where should be the residential address or the state of the applicant?,"Pennsylvania, Delaware, or Southern New Jersey",0.6776887774467468,0.7415136694908142,The Luther and Mary Ida Vandross Scholarship,Oklahoma,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oklahoma/the-luther-and-mary-ida-vandross-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,Applicants must plan to enroll in their state of residence,0.1950009614229202,0.3821339309215545,Ford ReStart Program Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/ford-restart-program-scholarship
Where should be the residential address or the state of the applicant?,"California, Oregon or Washington state",0.9309883713722228,0.3209902942180633,Foundation for College Christian Leaders Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/foundation-for-college-christian-leaders-scholarship
Where should be the residential address or the state of the applicant?,"Washington, Oregon or Idaho",0.8808417320251465,0.3877544403076172,"Master of Fine Arts $4,000 Scholarship Competition and Exhibition",Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/master-of-fine-arts-4000-scholarship-competition-and-exhibition
Where should be the residential address or the state of the applicant?,Oregon,0.722427487373352,0.1577579826116562,OAIA Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/oaia-scholarship
Where should be the residential address or the state of the applicant?,visit the scholarship provider's website,0.3067279160022735,0.1032014936208725,OAN Larry Fitzgerald Memorial Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/oan-larry-fitzgerald-memorial-scholarship
Where should be the residential address or the state of the applicant?,"Oregon or Siskiyou County, California",0.3195869028568268,0.2600463926792145,Oregon Ford Opportunity Program Scholarship,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/oregon-ford-opportunity-program-scholarship
Where should be the residential address or the state of the applicant?,Oregon or Southwest Washington,0.8158408403396606,0.2970475852489471,WTS Portland Scholarships,Oregon,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/oregon/wts-portland-scholarships
Where should be the residential address or the state of the applicant?,Metro Atlanta Area,0.2639575898647308,0.2535743415355682,5 Strong Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/5-strong-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,"Pennsylvania, New Jersey or Delaware",0.8150433897972107,0.2047519236803054,CMAA Mid-Atlantic Chapter Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/cmaa-mid-atlantic-chapter-scholarship
Where should be the residential address or the state of the applicant?,Pennsylvania or New Jersey,0.7139195203781128,0.617301881313324,Endowment for South Asian Students of Indian Descent Scholarship Fund,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/endowment-for-south-asian-students-of-indian-descent-scholarship-fund
Where should be the residential address or the state of the applicant?,Pennsylvania,0.1852019280195236,0.6401779651641846,Eric J. Gennuso and LeRoy D. (Bud) Loy Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/eric-j-gennuso-and-leroy-d-bud-loy-scholarship
Where should be the residential address or the state of the applicant?,Dauphin County,0.7777446508407593,0.1881242543458938,Henrietta M. Fisher Memorial Honor Scholarship Fund,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/henrietta-m-fisher-memorial-honor-scholarship-fund
Where should be the residential address or the state of the applicant?,"Houston, PA",0.6064888834953308,0.1649027466773986,James T. and Rose M. Perryman Family Foundation Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/james-t-and-rose-m-perryman-family-foundation-scholarship
Where should be the residential address or the state of the applicant?,Georgia,0.4068419337272644,0.1780211925506591,KASF Scholarship for Descendants of American Korean War Veterans,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/kasf-scholarship-for-descendants-of-american-korean-war-veterans
Where should be the residential address or the state of the applicant?,Pennsylvania,0.5121016502380371,0.5206031799316406,Pennsylvania Engineering Foundation (PEF) Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/pennsylvania-engineering-foundation-pef-scholarship
Where should be the residential address or the state of the applicant?,residents of Pennsylvania,0.3295638561248779,0.2421256303787231,Pennsylvania Postsecondary Educational Gratuity Program,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/pennsylvania-postsecondary-educational-gratuity-program
Where should be the residential address or the state of the applicant?,Pennsylvania,0.382108211517334,0.5937308073043823,Pennsylvania Society of Public Accountants Scholarships,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/pennsylvania-society-of-public-accountants-scholarships
Where should be the residential address or the state of the applicant?,"Delaware, New Jersey or Pennsylvania",0.7614263892173767,0.3532716929912567,"Red, White & Blue Military and Law Enforcement Scholarship",Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/red-white-and-blue-military-and-law-enforcement-scholarship
Where should be the residential address or the state of the applicant?,Pennsylvania,0.6696130037307739,0.2811718285083771,"Scott A. Gunder, MD, DCMS Presidential Scholarship",Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/scott-a-gunder-md-dcms-presidential-scholarship
Where should be the residential address or the state of the applicant?,"Pennsylvania, Delaware, or Southern New Jersey",0.6776887774467468,0.7415136694908142,The Luther and Mary Ida Vandross Scholarship,Pennsylvania,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/pennsylvania/the-luther-and-mary-ida-vandross-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Puerto Rico,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/puerto-rico/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Rhode Island,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/rhode-island/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,Metro Atlanta Area,0.2639575898647308,0.2535743415355682,5 Strong Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/5-strong-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,"Georgia, South Carolina, North Carolina, Florida, and Alabama",0.4270189702510834,0.1629491597414016,Colonel Kathleen Swacina Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/colonel-kathleen-swacina-scholarship
Where should be the residential address or the state of the applicant?,US citizen or permanent resident,0.1750380396842956,0.0931722223758697,Palmetto Fellows Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/palmetto-fellows-scholarships
Where should be the residential address or the state of the applicant?,North Carolina,0.7049798369407654,0.3259243071079254,PMI North Carolina Chapter Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/pmi-north-carolina-chapter-scholarship
Where should be the residential address or the state of the applicant?,South Carolina,0.6149858832359314,0.6114675998687744,S.C. International Trade Conference Scholarships,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/s-c-international-trade-conference-scholarships
Where should be the residential address or the state of the applicant?,South Carolina,0.306354284286499,0.1922456473112106,South Carolina LIFE Scholarship Program,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/south-carolina-life-scholarship-program
Where should be the residential address or the state of the applicant?,South Carolina,0.5475685000419617,0.3789456188678741,South Carolina Teaching Fellows,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/south-carolina-teaching-fellows
Where should be the residential address or the state of the applicant?,"Pennsylvania, Delaware, or Southern New Jersey",0.6776887774467468,0.7415136694908142,The Luther and Mary Ida Vandross Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/the-luther-and-mary-ida-vandross-scholarship
Where should be the residential address or the state of the applicant?,Applicant must have ties to either Georgetown or Horry County,0.3416471779346466,0.1654706597328186,Thomas W. Jones Memorial Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/thomas-w-jones-memorial-scholarship
Where should be the residential address or the state of the applicant?,South Carolina,0.9471115469932556,0.3738515079021454,Workforce Pathways Scholarship,South Carolina,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-carolina/workforce-pathways-scholarship
Where should be the residential address or the state of the applicant?,South Dakota,0.9755280613899232,0.3119687736034393,Augustana University Hatterscheidt Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/augustana-university-hatterscheidt-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,South Dakota,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/south-dakota/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,Metro Atlanta Area,0.2639575898647308,0.2535743415355682,5 Strong Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/5-strong-scholarship
Where should be the residential address or the state of the applicant?,East Tennessee Foundation's 25-county service area,0.2237293869256973,0.1056465804576873,Candace Mast Veterinary Medicine Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/candace-mast-veterinary-medicine-scholarship
Where should be the residential address or the state of the applicant?,a CBC member’s district,0.3239409625530243,0.097235269844532,CBC Spouses Performing Arts Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/cbc-spouses-performing-arts-scholarship
Where should be the residential address or the state of the applicant?,Tennessee,0.9311450719833374,0.7931731343269348,Stegall Charitable Educational Foundation Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/stegall-charitable-educational-foundation-scholarship
Where should be the residential address or the state of the applicant?,Tennessee,0.9625365734100342,0.1115550845861435,TCA Beef Scholarships,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tca-beef-scholarships
Where should be the residential address or the state of the applicant?,Tennessee,0.7867120504379272,0.7310169339179993,Tennessee Hope Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-hope-scholarship
Where should be the residential address or the state of the applicant?,Tennessee,0.4847225248813629,0.1357124894857406,Tennessee Minority Teaching Fellows Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-minority-teaching-fellows-program
Where should be the residential address or the state of the applicant?,Tennessee,0.4397455751895904,0.4577941000461578,Tennessee Teaching Scholars Program,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/tennessee-teaching-scholars-program
Where should be the residential address or the state of the applicant?,"Pennsylvania, Delaware, or Southern New Jersey",0.6776887774467468,0.7415136694908142,The Luther and Mary Ida Vandross Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/the-luther-and-mary-ida-vandross-scholarship
Where should be the residential address or the state of the applicant?,Tennessee,0.6018287539482117,0.2916582226753235,University of Tennessee Provost Scholarship,Tennessee,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/tennessee/university-of-tennessee-provost-scholarship
Where should be the residential address or the state of the applicant?,"NM, CO, or El Paso County, TX",0.2102174609899521,0.2196223586797714,Ab Irvine Scholarship Program,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/ab-irvine-scholarship-program
Where should be the residential address or the state of the applicant?,"Arkansas or in Bowie County, TX",0.1366189569234848,0.3567456603050232,Arkansas Single Parent Scholarship Fund,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/arkansas-single-parent-scholarship-fund
Where should be the residential address or the state of the applicant?,Texas or Great Britain,0.8875538110733032,0.5983890891075134,BAFTX Susan Howard Community Service Award,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/baftx-susan-howard-community-service-award
Where should be the residential address or the state of the applicant?,Texas,0.4720162153244018,0.259457528591156,BAFTX Undergraduate Award,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/baftx-undergraduate-award
Where should be the residential address or the state of the applicant?,Texas,0.4317415058612823,0.1662332564592361,Brooke Ashton Parker Scholarship,Texas,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/texas/brooke-ashton-parker-scholarship
