question,answer,score,score2,sim_ans_ans_score,sim_topic_ans_score,multiplication,title,state,link
Where should the applicant plan to attend?,a college or university in Union Pacific's service area,0.561246395111084,0.4340945482254028,0.46698414195667615,0.33384913206100464,0.037983088944349694,Union Pacific William E. Wimmer Scholarship,Wyoming,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/wyoming/union-pacific-william-e-wimmer-scholarship
Where should the applicant plan to attend?,a college or university in Union Pacific’s service area,0.380531370639801,0.3503402173519134,0.4656191291697214,0.338142991065979,0.020989962594962323,William E. and Barbara I. Van Trump Scholarship,Wyoming,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/wyoming/william-e-and-barbara-i-van-trump-scholarship
Where should the applicant plan to attend?,a NAAB or CACB-accredited School of Architecture,0.1214327365159988,0.105650395154953,0.4400110328651943,0.35893601179122925,0.0020262242416343433,Wisconsin Architects Foundation Out-of-State Study Scholarship,Wyoming,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/wyoming/wisconsin-architects-foundation-out-of-state-study-scholarship
Where should the applicant plan to attend?,University of Wyoming,0.5135509371757507,0.1869192123413086,0.4772211337718796,0.31392669677734375,0.014380877499925707,Wyoming Space Grant Undergraduate Fellowships,Wyoming,https://www.scholarships.com/financial-aid/college-scholarships/scholarship-directory/school-attendance-state/wyoming/wyoming-space-grant-undergraduate-fellowships
Where should the applicant plan to attend?,Texas college/university,0.6110595464706421,0.1620446592569351,0.5104812219345675,0.47069495916366577,0.023792362811604923,Abe and Annie Seibel Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scaasf.php
Where should the applicant plan to attend?,a mainstream university,0.6187946200370789,0.240721508860588,0.43365415869570195,0.5242503881454468,0.033864424723481557,Alexander Graham Bell Association for the Deaf,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scagbad.php
Where should the applicant plan to attend?,Austin Alliance for Women in Media,0.078509472310543,0.2042635828256607,0.24313287371414496,0.30153578519821167,0.0011756973705839156,"Alliance for Women in Media, Austin Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/AWM_Austin.php
Where should the applicant plan to attend?,an accredited college or university,0.4497661888599396,0.0786769613623619,0.4920398342993952,0.4237402677536011,0.007377927493730174,American Chemical Society Scholars Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scamchem.php
Where should the applicant plan to attend?,specific colleges/universities,0.3236714899539947,0.103265106678009,0.49047099809842376,0.27383631467819214,0.004489132444542244,Atlantic Housing Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Atlantic_Housing_Fnd.php
Where should the applicant plan to attend?,Texas High School,0.619884192943573,0.1683311611413955,0.39678820836578993,0.37094858288764954,0.015358455895619356,"Charles, Lela and Mary Slough Foundation Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/ssloughfoundation.php
Where should the applicant plan to attend?,becoming a professional musician,0.1638857275247573,0.0806359127163887,0.173538510051291,0.20734116435050964,0.0004755005645827337,Colburn-Pledge Music Scholarship Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sccpms.php
Where should the applicant plan to attend?,an accredited Texas college or university,0.5752561092376709,0.2740216851234436,0.44394914285877934,0.3188074231147766,0.02231042375149023,Don't Mess With Texas Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/DMWTX.php
Where should the applicant plan to attend?,"a school in the state 
    of the student's residence",0.5682621002197266,0.0815385356545448,0.3808458166038536,0.35584884881973267,0.0062795186479198675,Evalee C. Schwarz Charitable Trust for Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scschwarz.php
Where should the applicant plan to attend?,Institute of Food Technologists,0.3506194949150085,0.0937316492199897,0.29506573719013474,0.31468862295150757,0.0030515616112759595,Feeding Tomorrow Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scift.php
Where should the applicant plan to attend?,"accredited under-
    graduate college and universities",0.3165147304534912,0.2407876402139663,0.4376585840130132,0.3322541117668152,0.011082402836129213,Irene S. Wischer Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sciswischer.php
Where should the applicant plan to attend?,Central Texas college or university,0.5580270290374756,0.3267958164215088,0.4970199719202483,0.29201459884643555,0.026467329727845684,Jo Caldwell Meyer Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/WCA.php
Where should the applicant plan to attend?,a U.S. college or university,0.4139229655265808,0.3797631859779358,0.5460412705049487,0.439461350440979,0.03772059542112303,Most Valuable Student Scholarship Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmvs.php
Where should the applicant plan to attend?,"an accredited four-year 
        college or university",0.1216419413685798,0.1182537451386451,0.48909399306669266,0.3552926182746887,0.0024996359382279533,National Association of Plumbing-Heating-Cooling Contractors Educational Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnaphcc.php
Where should the applicant plan to attend?,college,0.9755902886390686,0.3610681593418121,0.46142363338526393,0.5371168851852417,0.08730222263225651,National Press Club Scholarship for Journalism Diversity,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scempnpc.php
Where should the applicant plan to attend?,college of choice,0.5313122272491455,0.0856217518448829,0.4977197730995693,0.35224926471710205,0.007975701831092374,Red River Valley Fighter Pilots Association Scholarships (River Rats),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scrrvfpas.php
Where should the applicant plan to attend?,Texas college or university,0.6269984841346741,0.5083368420600891,0.49266504192631966,0.4134095013141632,0.06491577978304733,Rocco C. Caffarelli Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/roccocaff.php
Where should the applicant plan to attend?,"two or four year 
    college or vocational school",0.4266511499881744,0.1080860868096351,0.37584473730182366,0.16145895421504974,0.0027984227514570876,Scott Alan Turner Personal Finance Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/turner.php
Where should the applicant plan to attend?,Undergraduate/community college,0.345100998878479,0.0768292695283889,0.4709146896765029,0.3245730698108673,0.004052543091487849,Society of Women Engineers Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scswesp.php
Where should the applicant plan to attend?,Texas college or university,0.5312196016311646,0.4199168086051941,0.49266504192631966,0.4134095013141632,0.04543280510041994,Texas 4-H Opportunity Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sc4hos.php
Where should the applicant plan to attend?,"undergraduate students, as well as
    graduate and medical school",0.3116563260555267,0.1385635286569595,0.3627051076581401,0.31473344564437866,0.004929710876615389,Texas Business and Professional Women's Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/TBPW.php
Where should the applicant plan to attend?,"undergraduate program, technical or vocational
        school",0.5870116949081421,0.1352016627788543,0.42420069003734423,0.25838762521743774,0.008699050811690742,Texas Mutual Insurance Company Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/texasmutualins.php
Where should the applicant plan to attend?,"law
    school",0.4497266113758087,0.0794357657432556,0.40678177551090544,0.4003637433052063,0.005818096251126855,Text Free for Tita Bi-Annual Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Patterson.php
Where should the applicant plan to attend?,"two or four-
         year college, university, vocational/technical or nursing school",0.1816382259130478,0.2367001473903656,0.3772186100308147,0.1855599582195282,0.0030094224490688666,Two Ten Footwear Foundation Higher Education Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sctwoten.php
Where should the applicant plan to attend?,"an accredited 
    college",0.6639478802680969,0.6024074554443359,0.5129186456853693,0.4861708879470825,0.09973825446318883,William C. Doherty and John T. Donelon Scholarship Fund,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scwcdsf.php
Where should the applicant plan to attend?,undergraduate,0.1255561262369156,0.0866331756114959,0.34968128372147633,0.36291593313217163,0.001380386061879458,Federal Work-Study (FWS),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfws.php
Where should the applicant plan to attend?,the school,0.3368807435035705,0.1767354011535644,0.348449751778432,0.4958639144897461,0.010287323590765566,General Information About Federal Financial Aid Programs,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdinfo.php
Where should the applicant plan to attend?,college or career school,0.8897280693054199,0.1383638530969619,0.43287788458234056,0.32623428106307983,0.017385009541869827,Iraq And Afghanistan Service Grant,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdiraqafghan.php
Where should the applicant plan to attend?,University of North Texas,0.936229944229126,0.3568938374519348,0.49176204379353006,0.3250128924846649,0.0534044159979785,Air Force ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdafrotcsp.php
Where should the applicant plan to attend?,5 NROTC approved colleges or universities,0.2377117872238159,0.1673926711082458,0.4254677512428977,0.26074039936065674,0.004414302908558429,Navy-Marine Corps ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdnmrotc.php
Where should the applicant plan to attend?,United States Air Force Academy,0.6185272932052612,0.3226556479930877,0.4070584025900385,0.3399094343185425,0.027613285459824933,Service Academy - Air Force,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsaf.php
Where should the applicant plan to attend?,United States Military Academy,0.7733321189880371,0.1614087224006652,0.43583786592455553,0.39976584911346436,0.021748219036807678,Service Academy - Army,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsarmy.php
Where should the applicant plan to attend?,United States Coast Guard Academy,0.723808228969574,0.1964105367660522,0.35464593881735706,0.2981027662754059,0.015029664836979383,Service Academy - Coast Guard,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdscg.php
Where should the applicant plan to attend?,The United States Merchant Marine Academy,0.471241682767868,0.2481590658426284,0.33038813347690615,0.29925858974456787,0.01156231798747574,Service Academy - Merchant Marine,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsmm.php
Where should the applicant plan to attend?,United States Naval Academy,0.2256134003400802,0.213444635272026,0.42355865746998717,0.3420568108558655,0.006976891033381444,Service Academy - Naval,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsnavy.php
Where should the applicant plan to attend?,Texas college/university,0.6110595464706421,0.1620446592569351,0.5104812219345675,0.47069495916366577,0.023792362811604923,Abe and Annie Seibel Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scaasf.php
Where should the applicant plan to attend?,a mainstream university,0.6187946200370789,0.240721508860588,0.43365415869570195,0.5242503881454468,0.033864424723481557,Alexander Graham Bell Association for the Deaf,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scagbad.php
Where should the applicant plan to attend?,Austin Alliance for Women in Media,0.078509472310543,0.2042635828256607,0.24313287371414496,0.30153578519821167,0.0011756973705839156,"Alliance for Women in Media, Austin Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/AWM_Austin.php
Where should the applicant plan to attend?,an accredited college or university,0.4497661888599396,0.0786769613623619,0.4920398342993952,0.4237402677536011,0.007377927493730174,American Chemical Society Scholars Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scamchem.php
Where should the applicant plan to attend?,specific colleges/universities,0.3236714899539947,0.103265106678009,0.49047099809842376,0.27383631467819214,0.004489132444542244,Atlantic Housing Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Atlantic_Housing_Fnd.php
Where should the applicant plan to attend?,Texas High School,0.619884192943573,0.1683311611413955,0.39678820836578993,0.37094858288764954,0.015358455895619356,"Charles, Lela and Mary Slough Foundation Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/ssloughfoundation.php
Where should the applicant plan to attend?,becoming a professional musician,0.1638857275247573,0.0806359127163887,0.173538510051291,0.20734116435050964,0.0004755005645827337,Colburn-Pledge Music Scholarship Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sccpms.php
Where should the applicant plan to attend?,an accredited Texas college or university,0.5752561092376709,0.2740216851234436,0.44394914285877934,0.3188074231147766,0.02231042375149023,Don't Mess With Texas Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/DMWTX.php
Where should the applicant plan to attend?,"a school in the state 
    of the student's residence",0.5682621002197266,0.0815385356545448,0.3808458166038536,0.35584884881973267,0.0062795186479198675,Evalee C. Schwarz Charitable Trust for Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scschwarz.php
Where should the applicant plan to attend?,Institute of Food Technologists,0.3506194949150085,0.0937316492199897,0.29506573719013474,0.31468862295150757,0.0030515616112759595,Feeding Tomorrow Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scift.php
Where should the applicant plan to attend?,"accredited under-
    graduate college and universities",0.3165147304534912,0.2407876402139663,0.4376585840130132,0.3322541117668152,0.011082402836129213,Irene S. Wischer Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sciswischer.php
Where should the applicant plan to attend?,Central Texas college or university,0.5580270290374756,0.3267958164215088,0.4970199719202483,0.29201459884643555,0.026467329727845684,Jo Caldwell Meyer Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/WCA.php
Where should the applicant plan to attend?,a U.S. college or university,0.4139229655265808,0.3797631859779358,0.5460412705049487,0.439461350440979,0.03772059542112303,Most Valuable Student Scholarship Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmvs.php
Where should the applicant plan to attend?,"an accredited four-year 
        college or university",0.1216419413685798,0.1182537451386451,0.48909399306669266,0.3552926182746887,0.0024996359382279533,National Association of Plumbing-Heating-Cooling Contractors Educational Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnaphcc.php
Where should the applicant plan to attend?,college,0.9755902886390686,0.3610681593418121,0.46142363338526393,0.5371168851852417,0.08730222263225651,National Press Club Scholarship for Journalism Diversity,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scempnpc.php
Where should the applicant plan to attend?,college of choice,0.5313122272491455,0.0856217518448829,0.4977197730995693,0.35224926471710205,0.007975701831092374,Red River Valley Fighter Pilots Association Scholarships (River Rats),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scrrvfpas.php
Where should the applicant plan to attend?,Texas college or university,0.6269984841346741,0.5083368420600891,0.49266504192631966,0.4134095013141632,0.06491577978304733,Rocco C. Caffarelli Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/roccocaff.php
Where should the applicant plan to attend?,"two or four year 
    college or vocational school",0.4266511499881744,0.1080860868096351,0.37584473730182366,0.16145895421504974,0.0027984227514570876,Scott Alan Turner Personal Finance Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/turner.php
Where should the applicant plan to attend?,Undergraduate/community college,0.345100998878479,0.0768292695283889,0.4709146896765029,0.3245730698108673,0.004052543091487849,Society of Women Engineers Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scswesp.php
Where should the applicant plan to attend?,Texas college or university,0.5312196016311646,0.4199168086051941,0.49266504192631966,0.4134095013141632,0.04543280510041994,Texas 4-H Opportunity Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sc4hos.php
Where should the applicant plan to attend?,"undergraduate students, as well as
    graduate and medical school",0.3116563260555267,0.1385635286569595,0.3627051076581401,0.31473344564437866,0.004929710876615389,Texas Business and Professional Women's Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/TBPW.php
Where should the applicant plan to attend?,"undergraduate program, technical or vocational
        school",0.5870116949081421,0.1352016627788543,0.42420069003734423,0.25838762521743774,0.008699050811690742,Texas Mutual Insurance Company Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/texasmutualins.php
Where should the applicant plan to attend?,"law
    school",0.4497266113758087,0.0794357657432556,0.40678177551090544,0.4003637433052063,0.005818096251126855,Text Free for Tita Bi-Annual Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Patterson.php
Where should the applicant plan to attend?,"two or four-
         year college, university, vocational/technical or nursing school",0.1816382259130478,0.2367001473903656,0.3772186100308147,0.1855599582195282,0.0030094224490688666,Two Ten Footwear Foundation Higher Education Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sctwoten.php
Where should the applicant plan to attend?,"an accredited 
    college",0.6639478802680969,0.6024074554443359,0.5129186456853693,0.4861708879470825,0.09973825446318883,William C. Doherty and John T. Donelon Scholarship Fund,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scwcdsf.php
Where should the applicant plan to attend?,undergraduate,0.1255561262369156,0.0866331756114959,0.34968128372147633,0.36291593313217163,0.001380386061879458,Federal Work-Study (FWS),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfws.php
Where should the applicant plan to attend?,the school,0.3368807435035705,0.1767354011535644,0.348449751778432,0.4958639144897461,0.010287323590765566,General Information About Federal Financial Aid Programs,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdinfo.php
Where should the applicant plan to attend?,college or career school,0.8897280693054199,0.1383638530969619,0.43287788458234056,0.32623428106307983,0.017385009541869827,Iraq And Afghanistan Service Grant,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdiraqafghan.php
Where should the applicant plan to attend?,University of North Texas,0.936229944229126,0.3568938374519348,0.49176204379353006,0.3250128924846649,0.0534044159979785,Air Force ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdafrotcsp.php
Where should the applicant plan to attend?,5 NROTC approved colleges or universities,0.2377117872238159,0.1673926711082458,0.4254677512428977,0.26074039936065674,0.004414302908558429,Navy-Marine Corps ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdnmrotc.php
Where should the applicant plan to attend?,United States Air Force Academy,0.6185272932052612,0.3226556479930877,0.4070584025900385,0.3399094343185425,0.027613285459824933,Service Academy - Air Force,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsaf.php
Where should the applicant plan to attend?,United States Military Academy,0.7733321189880371,0.1614087224006652,0.43583786592455553,0.39976584911346436,0.021748219036807678,Service Academy - Army,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsarmy.php
Where should the applicant plan to attend?,United States Coast Guard Academy,0.723808228969574,0.1964105367660522,0.35464593881735706,0.2981027662754059,0.015029664836979383,Service Academy - Coast Guard,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdscg.php
Where should the applicant plan to attend?,The United States Merchant Marine Academy,0.471241682767868,0.2481590658426284,0.33038813347690615,0.29925858974456787,0.01156231798747574,Service Academy - Merchant Marine,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsmm.php
Where should the applicant plan to attend?,United States Naval Academy,0.2256134003400802,0.213444635272026,0.42355865746998717,0.3420568108558655,0.006976891033381444,Service Academy - Naval,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsnavy.php
Where should the applicant plan to attend?,Texas,0.1605376899242401,0.1625097393989563,0.2542750115268741,0.26761823892593384,0.0017753165200367963,Bordering States Waiver,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/lreep.php
Where should the applicant plan to attend?,high school,0.304915577173233,0.1761406511068344,0.35346215211750825,0.39902448654174805,0.007574983198232509,Texas Armed Services Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/TASSP.php
Where should the applicant plan to attend?,public college or university,0.3073812425136566,0.1753147840499878,0.4849576978040231,0.43185317516326904,0.01128589166969619,Texas Tuition and/or Fee Exemptions,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txttfe.php
Where should the applicant plan to attend?,University of Texas at Austin,0.3911372125148773,0.2491212487220764,0.46991960184315434,0.29193806648254395,0.013367623252116222,Top 10% Rule,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txttp.php
Where should the applicant plan to attend?,"Texas public
    University or health-related institution",0.3754657804965973,0.1431000828742981,0.46610584426835133,0.3485361337661743,0.008728560069679791,"Toward Excellence, Access & Success (TEXAS) Grant Program",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txtexas.php
Where should the applicant plan to attend?,private non-profit Texas college or university,0.4479273557662964,0.1745658367872238,0.39474733414188506,0.2816094160079956,0.008692270215612589,Tuition Equalization Grant (TEG),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txteg.php
Where should the applicant plan to attend?,Texas college/university,0.6110595464706421,0.1620446592569351,0.5104812219345675,0.47069495916366577,0.023792362811604923,Abe and Annie Seibel Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scaasf.php
Where should the applicant plan to attend?,a mainstream university,0.6187946200370789,0.240721508860588,0.43365415869570195,0.5242503881454468,0.033864424723481557,Alexander Graham Bell Association for the Deaf,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scagbad.php
Where should the applicant plan to attend?,Austin Alliance for Women in Media,0.078509472310543,0.2042635828256607,0.24313287371414496,0.30153578519821167,0.0011756973705839156,"Alliance for Women in Media, Austin Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/AWM_Austin.php
Where should the applicant plan to attend?,an accredited college or university,0.4497661888599396,0.0786769613623619,0.4920398342993952,0.4237402677536011,0.007377927493730174,American Chemical Society Scholars Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scamchem.php
Where should the applicant plan to attend?,specific colleges/universities,0.3236714899539947,0.103265106678009,0.49047099809842376,0.27383631467819214,0.004489132444542244,Atlantic Housing Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Atlantic_Housing_Fnd.php
Where should the applicant plan to attend?,Texas High School,0.619884192943573,0.1683311611413955,0.39678820836578993,0.37094858288764954,0.015358455895619356,"Charles, Lela and Mary Slough Foundation Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/ssloughfoundation.php
Where should the applicant plan to attend?,becoming a professional musician,0.1638857275247573,0.0806359127163887,0.173538510051291,0.20734116435050964,0.0004755005645827337,Colburn-Pledge Music Scholarship Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sccpms.php
Where should the applicant plan to attend?,an accredited Texas college or university,0.5752561092376709,0.2740216851234436,0.44394914285877934,0.3188074231147766,0.02231042375149023,Don't Mess With Texas Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/DMWTX.php
Where should the applicant plan to attend?,"a school in the state 
    of the student's residence",0.5682621002197266,0.0815385356545448,0.3808458166038536,0.35584884881973267,0.0062795186479198675,Evalee C. Schwarz Charitable Trust for Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scschwarz.php
Where should the applicant plan to attend?,Institute of Food Technologists,0.3506194949150085,0.0937316492199897,0.29506573719013474,0.31468862295150757,0.0030515616112759595,Feeding Tomorrow Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scift.php
Where should the applicant plan to attend?,"accredited under-
    graduate college and universities",0.3165147304534912,0.2407876402139663,0.4376585840130132,0.3322541117668152,0.011082402836129213,Irene S. Wischer Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sciswischer.php
Where should the applicant plan to attend?,Central Texas college or university,0.5580270290374756,0.3267958164215088,0.4970199719202483,0.29201459884643555,0.026467329727845684,Jo Caldwell Meyer Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/WCA.php
Where should the applicant plan to attend?,a U.S. college or university,0.4139229655265808,0.3797631859779358,0.5460412705049487,0.439461350440979,0.03772059542112303,Most Valuable Student Scholarship Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmvs.php
Where should the applicant plan to attend?,"an accredited four-year 
        college or university",0.1216419413685798,0.1182537451386451,0.48909399306669266,0.3552926182746887,0.0024996359382279533,National Association of Plumbing-Heating-Cooling Contractors Educational Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnaphcc.php
Where should the applicant plan to attend?,college,0.9755902886390686,0.3610681593418121,0.46142363338526393,0.5371168851852417,0.08730222263225651,National Press Club Scholarship for Journalism Diversity,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scempnpc.php
Where should the applicant plan to attend?,college of choice,0.5313122272491455,0.0856217518448829,0.4977197730995693,0.35224926471710205,0.007975701831092374,Red River Valley Fighter Pilots Association Scholarships (River Rats),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scrrvfpas.php
Where should the applicant plan to attend?,Texas college or university,0.6269984841346741,0.5083368420600891,0.49266504192631966,0.4134095013141632,0.06491577978304733,Rocco C. Caffarelli Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/roccocaff.php
Where should the applicant plan to attend?,"two or four year 
    college or vocational school",0.4266511499881744,0.1080860868096351,0.37584473730182366,0.16145895421504974,0.0027984227514570876,Scott Alan Turner Personal Finance Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/turner.php
Where should the applicant plan to attend?,Undergraduate/community college,0.345100998878479,0.0768292695283889,0.4709146896765029,0.3245730698108673,0.004052543091487849,Society of Women Engineers Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scswesp.php
Where should the applicant plan to attend?,Texas college or university,0.5312196016311646,0.4199168086051941,0.49266504192631966,0.4134095013141632,0.04543280510041994,Texas 4-H Opportunity Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sc4hos.php
Where should the applicant plan to attend?,"undergraduate students, as well as
    graduate and medical school",0.3116563260555267,0.1385635286569595,0.3627051076581401,0.31473344564437866,0.004929710876615389,Texas Business and Professional Women's Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/TBPW.php
Where should the applicant plan to attend?,"undergraduate program, technical or vocational
        school",0.5870116949081421,0.1352016627788543,0.42420069003734423,0.25838762521743774,0.008699050811690742,Texas Mutual Insurance Company Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/texasmutualins.php
Where should the applicant plan to attend?,"law
    school",0.4497266113758087,0.0794357657432556,0.40678177551090544,0.4003637433052063,0.005818096251126855,Text Free for Tita Bi-Annual Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Patterson.php
Where should the applicant plan to attend?,"two or four-
         year college, university, vocational/technical or nursing school",0.1816382259130478,0.2367001473903656,0.3772186100308147,0.1855599582195282,0.0030094224490688666,Two Ten Footwear Foundation Higher Education Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sctwoten.php
